sample,shared_reads,total_reads_EBV,total_reads_HCMV,total_reads_HHV6B,total_reads_HHV7,total_reads_HSV1_KOS,total_reads_HSV2_StrainG,total_reads_KSHV,total_reads_VZV_Ellen,total_reads_combined_herpes_viruses,unique_to_EBV,unique_to_HCMV,unique_to_HHV6B,unique_to_HHV7,unique_to_HSV1_KOS,unique_to_HSV2_StrainG,unique_to_KSHV,unique_to_VZV_Ellen,unique_to_combined_herpes_viruses,virus_1,virus_2
SRR22753585,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753585,0,,,,,184,2,,,,,,,,184,2,,,,HSV2_StrainG,HSV1_KOS
SRR22753585,0,,,,,,2,4,,,,,,,,2,4,,,HSV2_StrainG,KSHV
SRR22753585,0,,,1,,,2,,,,,,1,,,2,,,,HSV2_StrainG,HHV6B
SRR22753585,0,,,,,,2,,0,,,,,,,2,,0,,HSV2_StrainG,VZV_Ellen
SRR22753585,0,,0,,,,2,,,,,0,,,,2,,,,HSV2_StrainG,HCMV
SRR22753585,1,,,,,,2,,,116,,,,,,1,,,115,HSV2_StrainG,combined_herpes_viruses
SRR22753585,0,,,,0,,2,,,,,,,0,,2,,,,HSV2_StrainG,HHV7
SRR22753585,0,,,,,184,,4,,,,,,,184,,4,,,HSV1_KOS,KSHV
SRR22753585,0,,,1,,184,,,,,,,1,,184,,,,,HSV1_KOS,HHV6B
SRR22753585,0,,,,,184,,,0,,,,,,184,,,0,,HSV1_KOS,VZV_Ellen
SRR22753585,0,,0,,,184,,,,,,0,,,184,,,,,HSV1_KOS,HCMV
SRR22753585,90,,,,,184,,,,116,,,,,94,,,,26,HSV1_KOS,combined_herpes_viruses
SRR22753585,0,,,,0,184,,,,,,,,0,184,,,,,HSV1_KOS,HHV7
SRR22753585,0,,,1,,,,4,,,,,1,,,,4,,,KSHV,HHV6B
SRR22753585,0,,,,,,,4,0,,,,,,,,4,0,,KSHV,VZV_Ellen
SRR22753585,0,,0,,,,,4,,,,0,,,,,4,,,KSHV,HCMV
SRR22753585,0,,,,,,,4,,116,,,,,,,4,,116,KSHV,combined_herpes_viruses
SRR22753585,0,,,,0,,,4,,,,,,0,,,4,,,KSHV,HHV7
SRR22753585,0,,,1,,,,,0,,,,1,,,,,0,,HHV6B,VZV_Ellen
SRR22753585,0,,0,1,,,,,,,,0,1,,,,,,,HHV6B,HCMV
SRR22753585,0,,,1,,,,,,116,,,1,,,,,,116,HHV6B,combined_herpes_viruses
SRR22753585,0,,,1,0,,,,,,,,1,0,,,,,,HHV6B,HHV7
SRR22753585,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753585,0,,,,,,,,0,116,,,,,,,,0,116,VZV_Ellen,combined_herpes_viruses
SRR22753585,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753585,0,,0,,,,,,,116,,0,,,,,,,116,HCMV,combined_herpes_viruses
SRR22753585,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753585,0,,,,0,,,,,116,,,,0,,,,,116,combined_herpes_viruses,HHV7
SRR22753585,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753585,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753585,184,,,,,184,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753585,4,,,,,,,4,,,,,,,,,0,,,KSHV,KSHV
SRR22753585,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753585,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753585,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753585,116,,,,,,,,,116,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753585,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753437,0,,,,,13,,,0,,,,,,13,,,0,,HSV1_KOS,VZV_Ellen
SRR22753437,6,,,,,13,,,,12,,,,,7,,,,6,HSV1_KOS,combined_herpes_viruses
SRR22753437,0,,,,,13,1,,,,,,,,13,1,,,,HSV1_KOS,HSV2_StrainG
SRR22753437,0,,0,,,13,,,,,,0,,,13,,,,,HSV1_KOS,HCMV
SRR22753437,0,0,,,,13,,,,,0,,,,13,,,,,HSV1_KOS,EBV
SRR22753437,0,,,1,,13,,,,,,,1,,13,,,,,HSV1_KOS,HHV6B
SRR22753437,0,,,,,13,,0,,,,,,,13,,0,,,HSV1_KOS,KSHV
SRR22753437,0,,,,0,13,,,,,,,,0,13,,,,,HSV1_KOS,HHV7
SRR22753437,0,,,,,,,,0,12,,,,,,,,0,12,VZV_Ellen,combined_herpes_viruses
SRR22753437,0,,,,,,1,,0,,,,,,,1,,0,,VZV_Ellen,HSV2_StrainG
SRR22753437,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753437,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753437,0,,,1,,,,,0,,,,1,,,,,0,,VZV_Ellen,HHV6B
SRR22753437,0,,,,,,,0,0,,,,,,,,0,0,,VZV_Ellen,KSHV
SRR22753437,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753437,1,,,,,,1,,,12,,,,,,0,,,11,combined_herpes_viruses,HSV2_StrainG
SRR22753437,0,,0,,,,,,,12,,0,,,,,,,12,combined_herpes_viruses,HCMV
SRR22753437,0,0,,,,,,,,12,0,,,,,,,,12,combined_herpes_viruses,EBV
SRR22753437,0,,,1,,,,,,12,,,1,,,,,,12,combined_herpes_viruses,HHV6B
SRR22753437,0,,,,,,,0,,12,,,,,,,0,,12,combined_herpes_viruses,KSHV
SRR22753437,0,,,,0,,,,,12,,,,0,,,,,12,combined_herpes_viruses,HHV7
SRR22753437,0,,0,,,,1,,,,,0,,,,1,,,,HSV2_StrainG,HCMV
SRR22753437,0,0,,,,,1,,,,0,,,,,1,,,,HSV2_StrainG,EBV
SRR22753437,0,,,1,,,1,,,,,,1,,,1,,,,HSV2_StrainG,HHV6B
SRR22753437,0,,,,,,1,0,,,,,,,,1,0,,,HSV2_StrainG,KSHV
SRR22753437,0,,,,0,,1,,,,,,,0,,1,,,,HSV2_StrainG,HHV7
SRR22753437,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753437,0,,0,1,,,,,,,,0,1,,,,,,,HCMV,HHV6B
SRR22753437,0,,0,,,,,0,,,,0,,,,,0,,,HCMV,KSHV
SRR22753437,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753437,0,0,,1,,,,,,,0,,1,,,,,,,EBV,HHV6B
SRR22753437,0,0,,,,,,0,,,0,,,,,,0,,,EBV,KSHV
SRR22753437,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753437,0,,,1,,,,0,,,,,1,,,,0,,,HHV6B,KSHV
SRR22753437,0,,,1,0,,,,,,,,1,0,,,,,,HHV6B,HHV7
SRR22753437,0,,,,0,,,0,,,,,,0,,,0,,,KSHV,HHV7
SRR22753437,13,,,,,13,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753437,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753437,12,,,,,,,,,12,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753437,1,,,,,,1,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753437,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753437,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753437,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753437,0,,,,,,,0,,,,,,,,,0,,,KSHV,KSHV
SRR22753437,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753534,0,,,,0,,,,,2,,,,0,,,,,2,HHV7,combined_herpes_viruses
SRR22753534,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753534,0,,,,0,,2,,,,,,,0,,2,,,,HHV7,HSV2_StrainG
SRR22753534,0,,,,0,2,,,,,,,,0,2,,,,,HHV7,HSV1_KOS
SRR22753534,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753534,0,,,1,0,,,,,,,,1,0,,,,,,HHV7,HHV6B
SRR22753534,0,,,,0,,,,0,,,,,0,,,,0,,HHV7,VZV_Ellen
SRR22753534,0,,,,0,,,2,,,,,,0,,,2,,,HHV7,KSHV
SRR22753534,0,,0,,,,,,,2,,0,,,,,,,2,combined_herpes_viruses,HCMV
SRR22753534,0,,,,,,2,,,2,,,,,,2,,,2,combined_herpes_viruses,HSV2_StrainG
SRR22753534,1,,,,,2,,,,2,,,,,1,,,,1,combined_herpes_viruses,HSV1_KOS
SRR22753534,0,0,,,,,,,,2,0,,,,,,,,2,combined_herpes_viruses,EBV
SRR22753534,0,,,1,,,,,,2,,,1,,,,,,2,combined_herpes_viruses,HHV6B
SRR22753534,0,,,,,,,,0,2,,,,,,,,0,2,combined_herpes_viruses,VZV_Ellen
SRR22753534,0,,,,,,,2,,2,,,,,,,2,,2,combined_herpes_viruses,KSHV
SRR22753534,0,,0,,,,2,,,,,0,,,,2,,,,HCMV,HSV2_StrainG
SRR22753534,0,,0,,,2,,,,,,0,,,2,,,,,HCMV,HSV1_KOS
SRR22753534,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753534,0,,0,1,,,,,,,,0,1,,,,,,,HCMV,HHV6B
SRR22753534,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753534,0,,0,,,,,2,,,,0,,,,,2,,,HCMV,KSHV
SRR22753534,0,,,,,2,2,,,,,,,,2,2,,,,HSV2_StrainG,HSV1_KOS
SRR22753534,0,0,,,,,2,,,,0,,,,,2,,,,HSV2_StrainG,EBV
SRR22753534,0,,,1,,,2,,,,,,1,,,2,,,,HSV2_StrainG,HHV6B
SRR22753534,0,,,,,,2,,0,,,,,,,2,,0,,HSV2_StrainG,VZV_Ellen
SRR22753534,0,,,,,,2,2,,,,,,,,2,2,,,HSV2_StrainG,KSHV
SRR22753534,0,0,,,,2,,,,,0,,,,2,,,,,HSV1_KOS,EBV
SRR22753534,0,,,1,,2,,,,,,,1,,2,,,,,HSV1_KOS,HHV6B
SRR22753534,0,,,,,2,,,0,,,,,,2,,,0,,HSV1_KOS,VZV_Ellen
SRR22753534,0,,,,,2,,2,,,,,,,2,,2,,,HSV1_KOS,KSHV
SRR22753534,0,0,,1,,,,,,,0,,1,,,,,,,EBV,HHV6B
SRR22753534,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753534,0,0,,,,,,2,,,0,,,,,,2,,,EBV,KSHV
SRR22753534,0,,,1,,,,,0,,,,1,,,,,0,,HHV6B,VZV_Ellen
SRR22753534,0,,,1,,,,2,,,,,1,,,,2,,,HHV6B,KSHV
SRR22753534,0,,,,,,,2,0,,,,,,,,2,0,,VZV_Ellen,KSHV
SRR22753534,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753534,2,,,,,,,,,2,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753534,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753534,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753534,2,,,,,2,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753534,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753534,1,,,1,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753534,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753534,2,,,,,,,2,,,,,,,,,0,,,KSHV,KSHV
SRR22753540,0,,,,,3,,2,,,,,,,3,,2,,,HSV1_KOS,KSHV
SRR22753540,0,0,,,,3,,,,,0,,,,3,,,,,HSV1_KOS,EBV
SRR22753540,0,,,,,3,3,,,,,,,,3,3,,,,HSV1_KOS,HSV2_StrainG
SRR22753540,0,,0,,,3,,,,,,0,,,3,,,,,HSV1_KOS,HCMV
SRR22753540,0,,,,,3,,,0,,,,,,3,,,0,,HSV1_KOS,VZV_Ellen
SRR22753540,0,,,,0,3,,,,,,,,0,3,,,,,HSV1_KOS,HHV7
SRR22753540,0,,,0,,3,,,,,,,0,,3,,,,,HSV1_KOS,HHV6B
SRR22753540,2,,,,,3,,,,2,,,,,1,,,,0,HSV1_KOS,combined_herpes_viruses
SRR22753540,0,0,,,,,,2,,,0,,,,,,2,,,KSHV,EBV
SRR22753540,0,,,,,,3,2,,,,,,,,3,2,,,KSHV,HSV2_StrainG
SRR22753540,0,,0,,,,,2,,,,0,,,,,2,,,KSHV,HCMV
SRR22753540,0,,,,,,,2,0,,,,,,,,2,0,,KSHV,VZV_Ellen
SRR22753540,0,,,,0,,,2,,,,,,0,,,2,,,KSHV,HHV7
SRR22753540,0,,,0,,,,2,,,,,0,,,,2,,,KSHV,HHV6B
SRR22753540,0,,,,,,,2,,2,,,,,,,2,,2,KSHV,combined_herpes_viruses
SRR22753540,0,0,,,,,3,,,,0,,,,,3,,,,EBV,HSV2_StrainG
SRR22753540,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753540,0,0,,,,,,,0,,0,,,,,,,0,,EBV,VZV_Ellen
SRR22753540,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753540,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753540,0,0,,,,,,,,2,0,,,,,,,,2,EBV,combined_herpes_viruses
SRR22753540,0,,0,,,,3,,,,,0,,,,3,,,,HSV2_StrainG,HCMV
SRR22753540,0,,,,,,3,,0,,,,,,,3,,0,,HSV2_StrainG,VZV_Ellen
SRR22753540,0,,,,0,,3,,,,,,,0,,3,,,,HSV2_StrainG,HHV7
SRR22753540,0,,,0,,,3,,,,,,0,,,3,,,,HSV2_StrainG,HHV6B
SRR22753540,0,,,,,,3,,,2,,,,,,3,,,2,HSV2_StrainG,combined_herpes_viruses
SRR22753540,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753540,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753540,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753540,0,,0,,,,,,,2,,0,,,,,,,2,HCMV,combined_herpes_viruses
SRR22753540,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753540,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753540,0,,,,,,,,0,2,,,,,,,,0,2,VZV_Ellen,combined_herpes_viruses
SRR22753540,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753540,0,,,,0,,,,,2,,,,0,,,,,2,HHV7,combined_herpes_viruses
SRR22753540,0,,,0,,,,,,2,,,0,,,,,,2,HHV6B,combined_herpes_viruses
SRR22753540,3,,,,,3,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753540,2,,,,,,,2,,,,,,,,,0,,,KSHV,KSHV
SRR22753540,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753540,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753540,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753540,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753540,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753540,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753540,2,,,,,,,,,2,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753466,0,,0,,,204,,,,,,0,,,204,,,,,HSV1_KOS,HCMV
SRR22753466,0,,,2,,204,,,,,,,2,,204,,,,,HSV1_KOS,HHV6B
SRR22753466,131,,,,,204,,,,175,,,,,73,,,,44,HSV1_KOS,combined_herpes_viruses
SRR22753466,0,,,,,204,,,0,,,,,,204,,,0,,HSV1_KOS,VZV_Ellen
SRR22753466,0,,,,0,204,,,,,,,,0,204,,,,,HSV1_KOS,HHV7
SRR22753466,0,,,,,204,3,,,,,,,,204,3,,,,HSV1_KOS,HSV2_StrainG
SRR22753466,0,,,,,204,,5,,,,,,,204,,5,,,HSV1_KOS,KSHV
SRR22753466,0,0,,,,204,,,,,0,,,,204,,,,,HSV1_KOS,EBV
SRR22753466,0,,0,2,,,,,,,,0,2,,,,,,,HCMV,HHV6B
SRR22753466,0,,0,,,,,,,175,,0,,,,,,,175,HCMV,combined_herpes_viruses
SRR22753466,0,,0,,,,,,0,,,0,,,,,,0,,HCMV,VZV_Ellen
SRR22753466,0,,0,,0,,,,,,,0,,0,,,,,,HCMV,HHV7
SRR22753466,0,,0,,,,3,,,,,0,,,,3,,,,HCMV,HSV2_StrainG
SRR22753466,0,,0,,,,,5,,,,0,,,,,5,,,HCMV,KSHV
SRR22753466,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753466,0,,,2,,,,,,175,,,2,,,,,,175,HHV6B,combined_herpes_viruses
SRR22753466,0,,,2,,,,,0,,,,2,,,,,0,,HHV6B,VZV_Ellen
SRR22753466,0,,,2,0,,,,,,,,2,0,,,,,,HHV6B,HHV7
SRR22753466,0,,,2,,,3,,,,,,2,,,3,,,,HHV6B,HSV2_StrainG
SRR22753466,0,,,2,,,,5,,,,,2,,,,5,,,HHV6B,KSHV
SRR22753466,0,0,,2,,,,,,,0,,2,,,,,,,HHV6B,EBV
SRR22753466,0,,,,,,,,0,175,,,,,,,,0,175,combined_herpes_viruses,VZV_Ellen
SRR22753466,0,,,,0,,,,,175,,,,0,,,,,175,combined_herpes_viruses,HHV7
SRR22753466,1,,,,,,3,,,175,,,,,,2,,,174,combined_herpes_viruses,HSV2_StrainG
SRR22753466,0,,,,,,,5,,175,,,,,,,5,,175,combined_herpes_viruses,KSHV
SRR22753466,0,0,,,,,,,,175,0,,,,,,,,175,combined_herpes_viruses,EBV
SRR22753466,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753466,0,,,,,,3,,0,,,,,,,3,,0,,VZV_Ellen,HSV2_StrainG
SRR22753466,0,,,,,,,5,0,,,,,,,,5,0,,VZV_Ellen,KSHV
SRR22753466,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753466,0,,,,0,,3,,,,,,,0,,3,,,,HHV7,HSV2_StrainG
SRR22753466,0,,,,0,,,5,,,,,,0,,,5,,,HHV7,KSHV
SRR22753466,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753466,0,,,,,,3,5,,,,,,,,3,5,,,HSV2_StrainG,KSHV
SRR22753466,0,0,,,,,3,,,,0,,,,,3,,,,HSV2_StrainG,EBV
SRR22753466,0,0,,,,,,5,,,0,,,,,,5,,,KSHV,EBV
SRR22753466,204,,,,,204,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753466,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753466,2,,,2,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753466,175,,,,,,,,,175,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753466,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753466,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753466,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753466,5,,,,,,,5,,,,,,,,,0,,,KSHV,KSHV
SRR22753466,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753527,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753527,0,,,,,,,7,0,,,,,,,,7,0,,VZV_Ellen,KSHV
SRR22753527,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753527,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753527,0,,,,,,,,0,9,,,,,,,,0,9,VZV_Ellen,combined_herpes_viruses
SRR22753527,0,,,0,,,,,0,,,,0,,,,,0,,VZV_Ellen,HHV6B
SRR22753527,0,,,,,5,,,0,,,,,,5,,,0,,VZV_Ellen,HSV1_KOS
SRR22753527,0,,,,,,3,,0,,,,,,,3,,0,,VZV_Ellen,HSV2_StrainG
SRR22753527,0,,,,0,,,7,,,,,,0,,,7,,,HHV7,KSHV
SRR22753527,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753527,0,0,,,0,,,,,,0,,,0,,,,,,HHV7,EBV
SRR22753527,0,,,,0,,,,,9,,,,0,,,,,9,HHV7,combined_herpes_viruses
SRR22753527,0,,,0,0,,,,,,,,0,0,,,,,,HHV7,HHV6B
SRR22753527,0,,,,0,5,,,,,,,,0,5,,,,,HHV7,HSV1_KOS
SRR22753527,0,,,,0,,3,,,,,,,0,,3,,,,HHV7,HSV2_StrainG
SRR22753527,0,,0,,,,,7,,,,0,,,,,7,,,KSHV,HCMV
SRR22753527,0,0,,,,,,7,,,0,,,,,,7,,,KSHV,EBV
SRR22753527,3,,,,,,,7,,9,,,,,,,4,,6,KSHV,combined_herpes_viruses
SRR22753527,0,,,0,,,,7,,,,,0,,,,7,,,KSHV,HHV6B
SRR22753527,0,,,,,5,,7,,,,,,,5,,7,,,KSHV,HSV1_KOS
SRR22753527,0,,,,,,3,7,,,,,,,,3,7,,,KSHV,HSV2_StrainG
SRR22753527,0,0,0,,,,,,,,0,0,,,,,,,,HCMV,EBV
SRR22753527,0,,0,,,,,,,9,,0,,,,,,,9,HCMV,combined_herpes_viruses
SRR22753527,0,,0,0,,,,,,,,0,0,,,,,,,HCMV,HHV6B
SRR22753527,0,,0,,,5,,,,,,0,,,5,,,,,HCMV,HSV1_KOS
SRR22753527,0,,0,,,,3,,,,,0,,,,3,,,,HCMV,HSV2_StrainG
SRR22753527,0,0,,,,,,,,9,0,,,,,,,,9,EBV,combined_herpes_viruses
SRR22753527,0,0,,0,,,,,,,0,,0,,,,,,,EBV,HHV6B
SRR22753527,0,0,,,,5,,,,,0,,,,5,,,,,EBV,HSV1_KOS
SRR22753527,0,0,,,,,3,,,,0,,,,,3,,,,EBV,HSV2_StrainG
SRR22753527,0,,,0,,,,,,9,,,0,,,,,,9,combined_herpes_viruses,HHV6B
SRR22753527,2,,,,,5,,,,9,,,,,3,,,,7,combined_herpes_viruses,HSV1_KOS
SRR22753527,0,,,,,,3,,,9,,,,,,3,,,9,combined_herpes_viruses,HSV2_StrainG
SRR22753527,0,,,0,,5,,,,,,,0,,5,,,,,HHV6B,HSV1_KOS
SRR22753527,0,,,0,,,3,,,,,,0,,,3,,,,HHV6B,HSV2_StrainG
SRR22753527,0,,,,,5,3,,,,,,,,5,3,,,,HSV1_KOS,HSV2_StrainG
SRR22753527,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753527,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753527,7,,,,,,,7,,,,,,,,,0,,,KSHV,KSHV
SRR22753527,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753527,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753527,9,,,,,,,,,9,,,,,,,,,0,combined_herpes_viruses,combined_herpes_viruses
SRR22753527,0,,,0,,,,,,,,,0,,,,,,,HHV6B,HHV6B
SRR22753527,5,,,,,5,,,,,,,,,0,,,,,HSV1_KOS,HSV1_KOS
SRR22753527,3,,,,,,3,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753586,0,,,,,,,5,0,,,,,,,,5,0,,VZV_Ellen,KSHV
SRR22753586,0,0,,,,,,,0,,0,,,,,,,0,,VZV_Ellen,EBV
SRR22753586,0,,,,0,,,,0,,,,,0,,,,0,,VZV_Ellen,HHV7
SRR22753586,0,,0,,,,,,0,,,0,,,,,,0,,VZV_Ellen,HCMV
SRR22753586,0,,,,,,2,,0,,,,,,,2,,0,,VZV_Ellen,HSV2_StrainG
SRR22753586,0,,,2,,,,,0,,,,2,,,,,0,,VZV_Ellen,HHV6B
SRR22753586,0,,,,,,,,0,35,,,,,,,,0,35,VZV_Ellen,combined_herpes_viruses
SRR22753586,0,,,,,59,,,0,,,,,,59,,,0,,VZV_Ellen,HSV1_KOS
SRR22753586,0,0,,,,,,5,,,0,,,,,,5,,,KSHV,EBV
SRR22753586,0,,,,0,,,5,,,,,,0,,,5,,,KSHV,HHV7
SRR22753586,0,,0,,,,,5,,,,0,,,,,5,,,KSHV,HCMV
SRR22753586,0,,,,,,2,5,,,,,,,,2,5,,,KSHV,HSV2_StrainG
SRR22753586,1,,,2,,,,5,,,,,1,,,,4,,,KSHV,HHV6B
SRR22753586,2,,,,,,,5,,35,,,,,,,3,,33,KSHV,combined_herpes_viruses
SRR22753586,0,,,,,59,,5,,,,,,,59,,5,,,KSHV,HSV1_KOS
SRR22753586,0,0,,,0,,,,,,0,,,0,,,,,,EBV,HHV7
SRR22753586,0,0,0,,,,,,,,0,0,,,,,,,,EBV,HCMV
SRR22753586,0,0,,,,,2,,,,0,,,,,2,,,,EBV,HSV2_StrainG
SRR22753586,0,0,,2,,,,,,,0,,2,,,,,,,EBV,HHV6B
SRR22753586,0,0,,,,,,,,35,0,,,,,,,,35,EBV,combined_herpes_viruses
SRR22753586,0,0,,,,59,,,,,0,,,,59,,,,,EBV,HSV1_KOS
SRR22753586,0,,0,,0,,,,,,,0,,0,,,,,,HHV7,HCMV
SRR22753586,0,,,,0,,2,,,,,,,0,,2,,,,HHV7,HSV2_StrainG
SRR22753586,0,,,2,0,,,,,,,,2,0,,,,,,HHV7,HHV6B
SRR22753586,0,,,,0,,,,,35,,,,0,,,,,35,HHV7,combined_herpes_viruses
SRR22753586,0,,,,0,59,,,,,,,,0,59,,,,,HHV7,HSV1_KOS
SRR22753586,0,,0,,,,2,,,,,0,,,,2,,,,HCMV,HSV2_StrainG
SRR22753586,0,,0,2,,,,,,,,0,2,,,,,,,HCMV,HHV6B
SRR22753586,0,,0,,,,,,,35,,0,,,,,,,35,HCMV,combined_herpes_viruses
SRR22753586,0,,0,,,59,,,,,,0,,,59,,,,,HCMV,HSV1_KOS
SRR22753586,0,,,2,,,2,,,,,,2,,,2,,,,HSV2_StrainG,HHV6B
SRR22753586,1,,,,,,2,,,35,,,,,,1,,,34,HSV2_StrainG,combined_herpes_viruses
SRR22753586,0,,,,,59,2,,,,,,,,59,2,,,,HSV2_StrainG,HSV1_KOS
SRR22753586,1,,,2,,,,,,35,,,1,,,,,,34,HHV6B,combined_herpes_viruses
SRR22753586,0,,,2,,59,,,,,,,2,,59,,,,,HHV6B,HSV1_KOS
SRR22753586,24,,,,,59,,,,35,,,,,35,,,,11,combined_herpes_viruses,HSV1_KOS
SRR22753586,0,,,,,,,,0,,,,,,,,,0,,VZV_Ellen,VZV_Ellen
SRR22753586,5,,,,,,,5,,,,,,,,,0,,,KSHV,KSHV
SRR22753586,0,0,,,,,,,,,0,,,,,,,,,EBV,EBV
SRR22753586,0,,,,0,,,,,,,,,0,,,,,,HHV7,HHV7
SRR22753586,0,,0,,,,,,,,,0,,,,,,,,HCMV,HCMV
SRR22753586,2,,,,,,2,,,,,,,,,0,,,,HSV2_StrainG,HSV2_StrainG
SRR22753586,2,,,2,,,,,,,,,0,,,,,,,HHV6B,HHV6B
